"site","site_type","site_id","variable_name","summary","voc_name","mw","category_1","category_2","category_1no","category_2no"
"Crescent Park","rotating",16,"benz1ethyl4methyl","0.03 (0.00)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"propylbenzene","0.03 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"mesitylene","0.07 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"benzene_1_2_3_trimethyl","0.03 (0.00)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"benzene_1_4_diethyl","0.01 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"heptane3methyl","0.10 (0.02)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"hexane2methyl","0.14 (0.05)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"butane_2_methyl","0.14 (0.00)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"pentane_2_methyl","1.40 (0.52)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"pentane_3_methyl","0.52 (0.19)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"pentane_2_4_dimethyl","0.07 (0.04)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"pentane_2_3_4_trimethyl","0.05 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Crescent Park","rotating",16,"hexane_3_methyl","0.32 (0.07)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Crescent Park","rotating",16,"heptane","0.18 (0.07)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Crescent Park","rotating",16,"hexane","0.28 (0.07)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Crescent Park","rotating",16,"nonane","0.07 (0.12)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Crescent Park","rotating",16,"octane","0.05 (0.12)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Crescent Park","rotating",16,"decane","0.07 (0.02)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Crescent Park","rotating",16,"dodecane","0.03 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Crescent Park","rotating",16,"undecane","0.07 (0.03)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Crescent Park","rotating",16,"cyclohexane_methyl","0.26 (0.06)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Crescent Park","rotating",16,"x2_pentene_z_cis","0.01 (0.02)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Crescent Park","rotating",16,"x1_3_butadiene_2_methyl","0.00 (0.00)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Crescent Park","rotating",16,"x1_hexene","0.04 (0.02)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Crescent Park","rotating",16,"methyl_isobutyl_ketone","0.01 (0.01)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Crescent Park","rotating",16,"x2_hexanone","0.00 (0.01)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Crescent Park","rotating",16,"benz12chloro","0.03 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Crescent Park","rotating",16,"tce","0.03 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Crescent Park","rotating",16,"trichlorofluoromethane","0.18 (0.09)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Crescent Park","rotating",16,"trichloromethane","0.04 (0.00)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Crescent Park","rotating",16,"carbon_tetrachloride","0.33 (0.07)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Audenreid School","rotating",18,"benzene","0.49 (0.06)","Benzene",78.11,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"toluene","0.95 (0.17)","Toluene",92.14,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"etbenz","0.24 (0.06)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"xylenes","1.90 (0.33)","Xylenes",106.16,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"mpxylene","1.57 (0.27)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"oxylene","0.33 (0.05)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"benz1ethyl2methyl","0.04 (0.00)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"benz1ethyl3methyl","0.13 (0.02)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"benz1ethyl4methyl","0.05 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"propylbenzene","0.06 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"mesitylene","0.13 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"benzene_1_2_3_trimethyl","0.05 (0.00)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"benzene_1_4_diethyl","0.03 (0.01)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"heptane3methyl","0.25 (0.05)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"hexane2methyl","0.37 (0.03)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"butane_2_methyl","0.14 (0.00)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"pentane_2_methyl","3.16 (0.57)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"pentane_3_methyl","1.17 (0.29)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"pentane_2_4_dimethyl","0.14 (0.02)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"pentane_2_3_4_trimethyl","0.14 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Audenreid School","rotating",18,"hexane_3_methyl","0.80 (0.06)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Audenreid School","rotating",18,"heptane","0.35 (0.06)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Audenreid School","rotating",18,"hexane","0.67 (0.10)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Audenreid School","rotating",18,"nonane","0.10 (0.03)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Audenreid School","rotating",18,"octane","0.09 (0.04)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Audenreid School","rotating",18,"decane","0.07 (0.02)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Audenreid School","rotating",18,"dodecane","0.03 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Audenreid School","rotating",18,"undecane","0.07 (0.02)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Audenreid School","rotating",18,"cyclohexane_methyl","0.60 (0.08)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Audenreid School","rotating",18,"x2_pentene_z_cis","0.03 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Audenreid School","rotating",18,"x1_3_butadiene_2_methyl","0.01 (0.01)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Audenreid School","rotating",18,"x1_hexene","0.08 (0.03)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Audenreid School","rotating",18,"methyl_isobutyl_ketone","0.01 (0.01)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Audenreid School","rotating",18,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Audenreid School","rotating",18,"benz12chloro","0.03 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Audenreid School","rotating",18,"tce","0.02 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Audenreid School","rotating",18,"trichlorofluoromethane","0.18 (0.09)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Audenreid School","rotating",18,"trichloromethane","0.04 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Audenreid School","rotating",18,"carbon_tetrachloride","0.33 (0.04)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Carl Moore Health Center","rotating",19,"benzene","0.45 (0.12)","Benzene",78.11,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"toluene","0.74 (0.13)","Toluene",92.14,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"etbenz","0.17 (0.02)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"xylenes","1.35 (0.19)","Xylenes",106.16,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"mpxylene","1.12 (0.17)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"oxylene","0.23 (0.02)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Carl Moore Health Center","rotating",19,"benz1ethyl2methyl","0.04 (0.01)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"benz1ethyl3methyl","0.09 (0.01)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"benz1ethyl4methyl","0.04 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"propylbenzene","0.04 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"mesitylene","0.10 (0.01)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"benzene_1_2_3_trimethyl","0.04 (0.01)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"benzene_1_4_diethyl","0.03 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Carl Moore Health Center","rotating",19,"heptane3methyl","0.17 (0.02)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"hexane2methyl","0.23 (0.04)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"butane_2_methyl","0.14 (0.00)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"pentane_2_methyl","2.24 (0.47)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"pentane_3_methyl","0.84 (0.21)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"pentane_2_4_dimethyl","0.10 (0.01)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"pentane_2_3_4_trimethyl","0.10 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Carl Moore Health Center","rotating",19,"hexane_3_methyl","0.49 (0.12)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Carl Moore Health Center","rotating",19,"heptane","0.25 (0.02)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Carl Moore Health Center","rotating",19,"hexane","0.42 (0.03)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Carl Moore Health Center","rotating",19,"nonane","0.09 (0.03)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Carl Moore Health Center","rotating",19,"octane","0.07 (0.03)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Carl Moore Health Center","rotating",19,"decane","0.09 (0.04)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Carl Moore Health Center","rotating",19,"dodecane","0.03 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Carl Moore Health Center","rotating",19,"undecane","0.07 (0.03)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Carl Moore Health Center","rotating",19,"cyclohexane_methyl","0.44 (0.13)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Carl Moore Health Center","rotating",19,"x2_pentene_z_cis","0.02 (0.02)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Carl Moore Health Center","rotating",19,"x1_3_butadiene_2_methyl","0.01 (0.00)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Carl Moore Health Center","rotating",19,"x1_hexene","0.08 (0.01)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Carl Moore Health Center","rotating",19,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Carl Moore Health Center","rotating",19,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Carl Moore Health Center","rotating",19,"benz12chloro","0.03 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Carl Moore Health Center","rotating",19,"tce","0.02 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Carl Moore Health Center","rotating",19,"trichlorofluoromethane","0.17 (0.09)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Carl Moore Health Center","rotating",19,"trichloromethane","0.04 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Carl Moore Health Center","rotating",19,"carbon_tetrachloride","0.33 (0.07)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Vare & New Hope","rotating",20,"benzene","0.44 (0.12)","Benzene",78.11,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"toluene","0.49 (0.15)","Toluene",92.14,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"etbenz","0.11 (0.03)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"xylenes","0.82 (0.13)","Xylenes",106.16,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"mpxylene","0.67 (0.11)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"oxylene","0.15 (0.02)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Vare & New Hope","rotating",20,"benz1ethyl2methyl","0.02 (0.00)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"benz1ethyl3methyl","0.05 (0.01)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"benz1ethyl4methyl","0.03 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"propylbenzene","0.03 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"mesitylene","0.07 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"benzene_1_2_3_trimethyl","0.02 (0.01)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"benzene_1_4_diethyl","0.01 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Vare & New Hope","rotating",20,"heptane3methyl","0.12 (0.04)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"hexane2methyl","0.17 (0.06)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"butane_2_methyl","0.12 (0.08)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"pentane_2_methyl","1.63 (0.66)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"pentane_3_methyl","0.52 (0.14)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"pentane_2_4_dimethyl","0.06 (0.02)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"pentane_2_3_4_trimethyl","0.08 (0.03)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Vare & New Hope","rotating",20,"hexane_3_methyl","0.37 (0.13)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Vare & New Hope","rotating",20,"heptane","0.18 (0.04)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Vare & New Hope","rotating",20,"hexane","0.31 (0.08)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Vare & New Hope","rotating",20,"nonane","0.07 (0.11)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Vare & New Hope","rotating",20,"octane","0.07 (0.06)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Vare & New Hope","rotating",20,"decane","0.05 (0.01)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Vare & New Hope","rotating",20,"dodecane","0.01 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Vare & New Hope","rotating",20,"undecane","0.05 (0.01)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Vare & New Hope","rotating",20,"cyclohexane_methyl","0.31 (0.14)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Vare & New Hope","rotating",20,"x2_pentene_z_cis","0.02 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Vare & New Hope","rotating",20,"x1_3_butadiene_2_methyl","0.01 (0.01)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Vare & New Hope","rotating",20,"x1_hexene","0.06 (0.04)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Vare & New Hope","rotating",20,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Vare & New Hope","rotating",20,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Vare & New Hope","rotating",20,"benz12chloro","0.03 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Vare & New Hope","rotating",20,"tce","0.02 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Vare & New Hope","rotating",20,"trichlorofluoromethane","0.12 (0.07)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Vare & New Hope","rotating",20,"trichloromethane","0.03 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Vare & New Hope","rotating",20,"carbon_tetrachloride","0.31 (0.04)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Universal Charter School at Vare","rotating",21,"benzene","0.49 (0.14)","Benzene",78.11,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"toluene","0.57 (0.10)","Toluene",92.14,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"etbenz","0.14 (0.01)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"xylenes","1.06 (0.28)","Xylenes",106.16,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"mpxylene","0.87 (0.24)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"oxylene","0.19 (0.04)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Universal Charter School at Vare","rotating",21,"benz1ethyl2methyl","0.03 (0.00)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"benz1ethyl3methyl","0.07 (0.01)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"benz1ethyl4methyl","0.04 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"propylbenzene","0.04 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"mesitylene","0.08 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"benzene_1_2_3_trimethyl","0.03 (0.00)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"benzene_1_4_diethyl","0.02 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Universal Charter School at Vare","rotating",21,"heptane3methyl","0.15 (0.04)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"hexane2methyl","0.20 (0.05)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"butane_2_methyl","0.14 (0.04)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"pentane_2_methyl","1.93 (0.54)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"pentane_3_methyl","0.64 (0.13)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"pentane_2_4_dimethyl","0.08 (0.01)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"pentane_2_3_4_trimethyl","0.11 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Universal Charter School at Vare","rotating",21,"hexane_3_methyl","0.44 (0.10)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Universal Charter School at Vare","rotating",21,"heptane","0.20 (0.06)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Universal Charter School at Vare","rotating",21,"hexane","0.38 (0.10)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Universal Charter School at Vare","rotating",21,"nonane","0.08 (0.05)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Universal Charter School at Vare","rotating",21,"octane","0.07 (0.02)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Universal Charter School at Vare","rotating",21,"decane","0.07 (0.00)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Universal Charter School at Vare","rotating",21,"dodecane","0.02 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Universal Charter School at Vare","rotating",21,"undecane","0.06 (0.00)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Universal Charter School at Vare","rotating",21,"cyclohexane_methyl","0.36 (0.10)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Universal Charter School at Vare","rotating",21,"x2_pentene_z_cis","0.02 (0.02)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Universal Charter School at Vare","rotating",21,"x1_3_butadiene_2_methyl","0.00 (0.00)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Universal Charter School at Vare","rotating",21,"x1_hexene","0.06 (0.02)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Universal Charter School at Vare","rotating",21,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Universal Charter School at Vare","rotating",21,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Universal Charter School at Vare","rotating",21,"benz12chloro","0.03 (0.02)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Universal Charter School at Vare","rotating",21,"tce","0.02 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Universal Charter School at Vare","rotating",21,"trichlorofluoromethane","0.12 (0.05)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Universal Charter School at Vare","rotating",21,"trichloromethane","0.05 (0.03)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Universal Charter School at Vare","rotating",21,"carbon_tetrachloride","0.31 (0.06)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
