"","site","file_id","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","trichlorofluoromethane_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","butane_2_methyl","butane_2_methyl_flag","x2_pentene_z_cis","x2_pentene_z_cis_flag","x1_3_butadiene_2_methyl","x1_3_butadiene_2_methyl_flag","pentane_2_methyl","pentane_2_methyl_flag","pentane_3_methyl","pentane_3_methyl_flag","x1_hexene","x1_hexene_flag","pentane_2_4_dimethyl","pentane_2_4_dimethyl_flag","trichloromethane","trichloromethane_flag","hexane_3_methyl","hexane_3_methyl_flag","carbon_tetrachloride","carbon_tetrachloride_flag","cyclohexane_methyl","cyclohexane_methyl_flag","pentane_2_3_4_trimethyl","pentane_2_3_4_trimethyl_flag","methyl_isobutyl_ketone","methyl_isobutyl_ketone_flag","x2_hexanone","x2_hexanone_flag","benzene_1_2_3_trimethyl","benzene_1_2_3_trimethyl_flag","benzene_1_4_diethyl","benzene_1_4_diethyl_flag","site_type","lat","long","site_color","season","week","sample_length","tot_weeks"
"21","28th & Passyunk","P726646 071323",4,2023-07-05 13:04:00,2023-07-12 13:00:00,0.444,"REG",0.864,"REG",0.417,"REG",3.52,"REG",5.245,"REG",2.836,"REG",0.684,"REG",0.043,"REG",1.241,"REG",1.317,"REG",1.101,"REG",1.703,"REG",0.344,"REG",0.013,"REG",0.183,"REG",0.217,"REG",0.32,"REG",0.165,"REG",0.015,"ND",0.571,"REG",0.14,"REG",0.006,"ND",0.297,"REG",0.136,"REG","0.20100000000000001","ULOD","1.2E-2","REG","3.3000000000000002E-2","REG","5.657","ULOD","3.0539999999999998","ULOD","0.28499999999999998","REG","0.47899999999999998","REG","1E-3","ND","3.3279999999999998","REG","0.17100000000000001","REG","3.1339999999999999","ULOD","0.61399999999999999","REG","0","ND","2E-3","ND","0.188","REG","0.182","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"282023",1,47
"22","28th & Point Breeze","P726650 071323",5,2023-07-05 19:54:00,2023-07-12 13:45:00,0.209,"REG",0.371,"REG",0.098,"REG",0.738,"REG",1.416,"REG",0.581,"REG",0.157,"REG",0.039,"REG",0.196,"REG",0.144,"REG",0.159,"REG",0.156,"REG",0.048,"REG",0.009,"REG",0.013,"REG",0.037,"LOD",0.069,"REG",0.031,"REG",0.067,"REG",0.094,"REG",0.028,"LOD",0.017,"LOD",0.116,"REG",0.052,"REG","8.4000000000000005E-2","REG","1.0999999999999999E-2","LOD","4.7E-2","REG","1.1180000000000001","REG","0.38900000000000001","REG","6.4000000000000001E-2","REG","8.5000000000000006E-2","REG","2.9000000000000001E-2","REG","0.33900000000000002","REG","0.17799999999999999","REG","0.52","REG","0.112","REG","0","ND","2E-3","ND","3.9E-2","REG","2.8000000000000001E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"282023",1,47
"23","25th & Point Breeze","P637221 071323",6,2023-07-05 20:05:00,2023-07-12 14:09:00,0.164,"REG",0.357,"REG",0.087,"REG",0.627,"REG",1.235,"REG",0.492,"REG",0.135,"REG",0.034,"REG",0.161,"REG",0.117,"REG",0.132,"REG",0.095,"REG",0.031,"REG",0.009,"REG",0.01,"ND",0.025,"LOD",0.054,"REG",0.019,"LOD",0.046,"REG",0.069,"REG",0.025,"LOD",0.017,"LOD",0.075,"LOD",0.03,"LOD","7.1999999999999995E-2","REG","5.0000000000000001E-3","ND","0.09","REG","0.82299999999999995","REG","0.29399999999999998","REG","2.9000000000000001E-2","REG","5.7000000000000002E-2","REG","1.9E-2","REG","0.27600000000000002","REG","0.17799999999999999","REG","0.34599999999999997","REG","7.4999999999999997E-2","REG","0","ND","2.8000000000000001E-2","REG","3.1E-2","LOD","1.6E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"282023",1,47
"24","Morris & Point Breeze","P637223 071323",7,2023-07-05 20:24:00,2023-07-12 14:38:00,0.202,"REG",0.37,"REG",0.092,"REG",0.66,"REG",1.324,"REG",0.514,"REG",0.146,"REG",0.039,"REG",0.209,"REG",0.103,"REG",0.118,"REG",0.095,"REG",0.018,"REG",0.009,"REG",0.01,"ND",0.025,"LOD",0.061,"REG",0.023,"LOD",0.086,"REG",0.068,"REG",0.025,"LOD",0.029,"REG",0.15,"REG",0.074,"REG","0.19","REG","1.2999999999999999E-2","REG","4.1000000000000002E-2","REG","1.159","REG","0.4","REG","4.7E-2","REG","7.1999999999999995E-2","REG","2.9000000000000001E-2","REG","0.23799999999999999","REG","0.17699999999999999","REG","0.28100000000000003","REG","6.8000000000000005E-2","REG","0","ND","2E-3","ND","3.1E-2","LOD","2.1999999999999999E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"282023",1,45
"25","24th & Ritner","P726648 071323",8,2023-07-05 19:45:00,2023-07-12 15:04:00,0.233,"REG",0.407,"REG",0.107,"REG",0.794,"REG",1.541,"REG",0.627,"REG",0.167,"REG",0.039,"REG",0.248,"REG",0.156,"REG",0.19,"REG",0.167,"REG",0.047,"REG",0.009,"REG",0.018,"REG",0.037,"LOD",0.072,"REG",0.027,"LOD",0.066,"REG",0.085,"REG",0.028,"LOD",0.017,"LOD",0.094,"LOD",0.041,"LOD","9.5000000000000001E-2","REG","6.0000000000000001E-3","LOD","5.0999999999999997E-2","REG","1.21","REG","0.51300000000000001","REG","4.7E-2","REG","9.5000000000000001E-2","REG","6.7000000000000004E-2","REG","0.38600000000000001","REG","0.17599999999999999","REG","0.73","REG","9.9000000000000005E-2","REG","1.0999999999999999E-2","REG","2E-3","ND","3.9E-2","REG","2.5000000000000001E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4",NA,"282023",1,46
"26","26th & Hartranft","P726647 071323",9,2023-07-05 14:23:00,2023-07-12 15:21:00,0.367,"REG",0.506,"REG",0.207,"REG",1.402,"REG",2.482,"REG",1.127,"REG",0.275,"REG",0.038,"REG",0.595,"REG",0.395,"REG",0.489,"REG",0.521,"REG",0.148,"REG",0.013,"REG",0.158,"REG",0.132,"REG",0.173,"REG",0.063,"REG",0.463,"REG",0.197,"REG",0.078,"REG",0.006,"ND",0.808,"REG",0.61,"REG","0.16","REG","5.0000000000000001E-3","ND","3.5000000000000003E-2","REG","3.1749999999999998","REG","1.577","REG","8.4000000000000005E-2","REG","0.21199999999999999","REG","2.8000000000000001E-2","REG","1.0349999999999999","REG","0.185","REG","3.1150000000000002","ULOD","0.26900000000000002","REG","0","ND","2E-3","ND","9.7000000000000003E-2","REG","9.9000000000000005E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"282023",1,44
"27","Bartram’s Garden","P637224 072723",1,2023-07-12 12:08:00,2023-07-19 12:41:00,0.326,"REG",0.562,"REG",0.106,"REG",0.835,"REG",1.829,"REG",0.649,"REG",0.186,"LOD",0.202,"REG",0.32,"REG",0.141,"LOD",0.208,"REG",0.165,"LOD",0.073,"LOD",0.031,"REG",0.049,"LOD",0.015,"ND",0.099,"LOD",0.027,"LOD",0.081,"LOD",0.118,"LOD",0.049,"LOD",0.039,"LOD",0.134,"LOD",0.101,"LOD","0.23599999999999999","REG","5.0000000000000001E-3","ND","0.22900000000000001","REG","1.871","REG","0.72499999999999998","REG","5.8999999999999997E-2","LOD","9.4E-2","LOD","6.6000000000000003E-2","REG","0.34499999999999997","LOD","0.50900000000000001","REG","0.372","LOD","8.5999999999999993E-2","LOD","0","ND","6.7000000000000004E-2","REG","5.3999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"292023",1,47
"28","Essington & Mingo","P637225 072723",2,2023-07-12 12:24:00,2023-07-19 12:57:00,0.37,"REG",0.592,"REG",0.141,"REG",0.886,"REG",1.989,"REG",0.7,"REG",0.186,"LOD",0.202,"REG",0.273,"REG",0.141,"LOD",0.163,"REG",0.165,"LOD",0.073,"LOD",0.001,"ND",0.015,"LOD",0.043,"LOD",0.074,"LOD",0.08,"LOD",0.081,"LOD",0.059,"LOD",0.024,"LOD",0.006,"ND",0.087,"LOD",0.062,"LOD","0.28199999999999997","REG","5.0000000000000001E-3","ND","0.113","REG","2.2749999999999999","REG","0.79800000000000004","REG","5.8999999999999997E-2","LOD","9.4E-2","LOD","6.6000000000000003E-2","REG","0.34499999999999997","LOD","0.40699999999999997","REG","0.29799999999999999","LOD","1.2999999999999999E-2","ND","2.5999999999999999E-2","REG","2E-3","ND","2.7E-2","LOD","2.1999999999999999E-2","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"292023",1,44
"29","61st & Passyunk","P637226 072723",3,2023-07-12 12:50:00,2023-07-19 13:05:00,0.371,"REG",0.683,"REG",0.142,"REG",1.114,"REG",2.31,"REG",0.853,"REG",0.261,"LOD",0.169,"REG",0.415,"REG",0.236,"LOD",0.3,"REG",0.249,"LOD",0.103,"LOD",0.031,"REG",0.083,"LOD",0.043,"LOD",0.124,"LOD",0.027,"LOD",0.115,"LOD",0.118,"LOD",0.049,"LOD",0.006,"ND",0.026,"ND",0.101,"LOD","0.35799999999999998","REG","5.0000000000000001E-3","ND","0.112","REG","2.698","REG","1.0049999999999999","REG","6.3E-2","LOD","0.16400000000000001","LOD","6.6000000000000003E-2","REG","0.51800000000000002","LOD","0.51","REG","0.59599999999999997","REG","0.129","LOD","0","ND","2E-3","ND","5.3999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.91820446"," -75.2085474","#8c564c",NA,"292023",1,46
"30","28th & Passyunk","P637227 072723",4,2023-07-12 13:01:00,2023-07-19 13:11:00,1.168,"REG",2.764,"REG",1.169,"REG",9.714,"REG",14.815,"REG",7.737,"REG",1.977,"REG",0.169,"REG",2.825,"REG",3.118,"REG",2.952,"REG",5.167,"REG",0.006,"ND",0.063,"REG",0.893,"REG",0.816,"REG",0.97,"REG",0.455,"REG",1.187,"REG",1.594,"REG",0.415,"REG",0.006,"ND",2.166,"REG",0.905,"REG","1.2569999999999999","REG","0.04","LOD","0.09","LOD","27.385999999999999","REG","12.718999999999999","REG","0.30299999999999999","REG","2.052","REG","1E-3","ND","9.2469999999999999","REG","7.0000000000000001E-3","ND","22.378","ULOD","1.4E-2","ND","0","ND","2E-3","ND","8.9999999999999993E-3","ND","7.0000000000000001E-3","ND","stationary","39.92061091"," -75.1955879","#d62727",NA,"292023",1,47
"31","28th & Point Breeze","P637229 072723",5,2023-07-12 13:47:00,2023-07-19 13:20:00,0.461,"REG",0.837,"REG",0.284,"REG",2.309,"REG",3.891,"REG",1.822,"REG",0.487,"REG",0.169,"REG",0.559,"REG",0.427,"REG",0.531,"REG",0.584,"REG",0.192,"REG",0.032,"REG",0.151,"LOD",0.129,"LOD",0.225,"LOD",0.107,"LOD",0.22,"LOD",0.356,"REG",0.098,"LOD",0.04,"LOD",0.372,"LOD",0.178,"LOD","0.29399999999999998","REG","5.0000000000000001E-3","ND","0.114","REG","3.9140000000000001","REG","1.605","REG","5.8999999999999997E-2","LOD","0.23699999999999999","LOD","6.6000000000000003E-2","REG","1.0409999999999999","REG","0.51200000000000001","REG","2.3210000000000002","REG","0.30199999999999999","LOD","2.5999999999999999E-2","REG","2E-3","ND","0.13500000000000001","LOD","0.108","LOD","stationary","39.92624784"," -75.1923165","#9467bd",NA,"292023",1,47
"32","25th & Point Breeze","P637230 072723",6,2023-07-12 14:11:00,2023-07-19 13:30:00,0.417,"REG",0.778,"REG",0.178,"REG",1.551,"REG",2.924,"REG",1.214,"REG",0.337,"REG",0.203,"REG",0.417,"REG",0.285,"LOD",0.348,"REG",0.334,"LOD",0.163,"REG",0.032,"REG",0.117,"LOD",0.086,"LOD",0.125,"LOD",0.054,"LOD",0.151,"LOD",0.178,"REG",0.049,"LOD",0.04,"LOD",0.23,"LOD",0.14,"LOD","0.31900000000000001","REG","5.0000000000000001E-3","ND","0.23","REG","2.8490000000000002","REG","1.157","REG","7.0000000000000001E-3","ND","0.14099999999999999","LOD","6.7000000000000004E-2","REG","0.78200000000000003","REG","0.51200000000000001","REG","1.2749999999999999","REG","0.216","LOD","0","ND","6.9000000000000006E-2","REG","8.1000000000000003E-2","LOD","4.2999999999999997E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"292023",1,47
"33","Morris & Point Breeze","P726601 072723",7,2023-07-12 14:35:00,2023-07-19 13:37:00,0.418,"REG",0.688,"REG",0.178,"REG",1.363,"REG",2.647,"REG",1.063,"REG",0.3,"REG",0.17,"REG",0.418,"REG",0.238,"LOD",0.256,"REG",0.25,"LOD",0.103,"LOD",0.032,"REG",0.083,"LOD",0.043,"LOD",0.125,"LOD",0.054,"LOD",0.22,"LOD",0.178,"REG",0.049,"LOD",0.04,"LOD",0.468,"LOD",0.41,"LOD","0.40300000000000002","REG","0.04","LOD","9.0999999999999998E-2","LOD","3.1110000000000002","REG","1.0980000000000001","REG","7.0000000000000001E-3","ND","0.16600000000000001","LOD","6.7000000000000004E-2","REG","0.52200000000000002","LOD","0.51300000000000001","REG","0.751","REG","0.13","LOD","2.5999999999999999E-2","REG","2E-3","ND","8.1000000000000003E-2","LOD","6.5000000000000002E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"292023",1,45
"34","24th & Ritner","P726602 072723",8,2023-07-12 15:03:00,2023-07-19 13:48:00,0.597,"REG",0.993,"REG",0.286,"REG",2.32,"REG",4.196,"REG",1.831,"REG",0.489,"REG",0.001,"ND",0.657,"REG",0.429,"REG",0.579,"REG",0.587,"REG",0.252,"REG",0.032,"REG",0.288,"REG",0.13,"LOD",0.226,"LOD",0.081,"LOD",0.256,"LOD",0.298,"REG",0.099,"LOD",0.04,"LOD",0.421,"LOD",0.179,"LOD","0.36799999999999999","REG","5.0000000000000001E-3","ND","0.115","REG","4.2060000000000004","REG","1.8320000000000001","REG","5.8999999999999997E-2","LOD","0.26200000000000001","LOD","6.7000000000000004E-2","REG","1.133","REG","0.51400000000000001","REG","2.407","REG","0.30299999999999999","LOD","2.5999999999999999E-2","REG","2E-3","ND","0.13600000000000001","LOD","7.0000000000000001E-3","ND","stationary","39.92296389"," -75.186874","#1f77b4",NA,"292023",1,46
"35","26th & Hartranft","P726603 072723",9,2023-07-12 15:22:00,2023-07-19 14:00:00,0.464,"REG",0.599,"REG",0.143,"REG",1.124,"REG",2.33,"REG",0.861,"REG",0.263,"LOD",0.17,"REG",0.371,"REG",0.191,"LOD",0.257,"REG",0.251,"LOD",0.223,"REG",0.032,"REG",0.424,"REG",0.13,"LOD",0.226,"LOD",0.081,"LOD",0.744,"REG",0.238,"REG",0.099,"LOD",0.006,"ND",1.327,"REG",1.107,"REG","0.35599999999999998","REG","5.0000000000000001E-3","ND","0.113","REG","2.7240000000000002","REG","1.0880000000000001","REG","6.4000000000000001E-2","LOD","0.189","LOD","6.7000000000000004E-2","REG","0.436","LOD","0.51400000000000001","REG","0.82799999999999996","REG","0.217","LOD","2.5999999999999999E-2","REG","2E-3","ND","0.13600000000000001","LOD","0.153","LOD","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"292023",1,44
"36","Bartram’s Garden","P726608 072823",1,2023-07-19 12:42:00,2023-07-26 09:54:00,0.332,"REG",0.573,"REG",0.144,"REG",0.942,"REG",1.991,"REG",0.714,"REG",0.228,"LOD",0.206,"REG",0.278,"REG",0.144,"LOD",0.212,"REG",0.168,"LOD",0.044,"LOD",0.032,"REG",0.015,"LOD",0.044,"LOD",0.101,"LOD",0.027,"LOD",0.082,"LOD",0.12,"LOD",0.025,"LOD",0.08,"LOD",0.137,"LOD",0.064,"LOD","0.26700000000000002","REG","5.0000000000000001E-3","ND","0.23400000000000001","REG","1.772","REG","0.59199999999999997","REG","0.06","LOD","9.6000000000000002E-2","LOD","6.7000000000000004E-2","REG","0.44","LOD","0.51900000000000002","REG","0.38","LOD","8.6999999999999994E-2","LOD","0","ND","2E-3","ND","5.5E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3",NA,"302023",1,47
"37","Essington & Mingo","P726609 072823",2,2023-07-19 12:56:00,2023-07-26 10:20:00,0.377,"REG",0.603,"REG",0.144,"REG",0.993,"REG",2.117,"REG",0.765,"REG",0.228,"LOD",0.206,"REG",0.23,"REG",0.144,"LOD",0.212,"REG",0.168,"LOD",0.074,"LOD",0.032,"REG",0.05,"LOD",0.044,"LOD",0.076,"LOD",0.027,"LOD",0.082,"LOD",0.12,"LOD",0.05,"LOD",0.04,"LOD",0.137,"LOD",0.064,"LOD","0.32900000000000001","REG","5.0000000000000001E-3","ND","9.1999999999999998E-2","LOD","2.044","REG","0.81299999999999994","REG","0.06","LOD","7.1999999999999995E-2","LOD","1E-3","ND","0.35099999999999998","LOD","0.51800000000000002","REG","0.30299999999999999","LOD","8.6999999999999994E-2","LOD","2.5999999999999999E-2","REG","2E-3","ND","5.5E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"302023",1,44
"38","61st & Passyunk","P726610 072823",3,2023-07-19 13:04:00,2023-07-26 10:27:00,0.512,"REG",1.523,"REG",0.36,"REG",2.992,"REG",5.387,"REG",2.309,"REG",0.683,"REG",0.206,"REG",0.614,"REG",0.432,"REG",0.491,"REG",0.422,"LOD",0.164,"REG",0.032,"REG",0.118,"LOD",0.131,"LOD",0.303,"LOD",0.109,"LOD",0.152,"LOD",0.3,"REG",0.099,"LOD",0.04,"LOD",0.185,"LOD",0.064,"LOD","0.48","REG","4.1000000000000002E-2","LOD","9.1999999999999998E-2","LOD","4.3780000000000001","REG","1.552","REG","0.14199999999999999","LOD","0.24","LOD","6.7000000000000004E-2","REG","0.96699999999999997","REG","0.51800000000000002","REG","0.91","REG","0.26200000000000001","LOD","2.5999999999999999E-2","REG","2E-3","ND","0.13700000000000001","LOD","7.0000000000000001E-3","ND","stationary","39.91820446"," -75.2085474","#8c564c",NA,"302023",1,46
"39","28th & Passyunk","P726612 072823",4,2023-07-19 13:10:00,2023-07-26 10:34:00,0.557,"REG",1.063,"REG",0.396,"REG",4.736,"REG",6.752,"REG",3.75,"REG",0.986,"REG",0.206,"REG",1.047,"REG",1.009,"REG",0.956,"REG",1.439,"REG",0.375,"REG",0.032,"REG",0.359,"REG",0.218,"LOD",0.556,"REG",0.19,"LOD",0.434,"REG",0.901,"REG",0.224,"LOD",0.04,"LOD",0.905,"REG",0.453,"REG","0.57799999999999996","REG","5.0000000000000001E-3","ND","9.0999999999999998E-2","LOD","9.0570000000000004","REG","3.9039999999999999","REG","0.14699999999999999","LOD","0.52600000000000002","REG","6.7000000000000004E-2","REG","2.548","REG","0.51800000000000002","REG","4.8540000000000001","REG","0.78600000000000003","REG","0","ND","2E-3","ND","8.9999999999999993E-3","ND","0.308","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"302023",1,47
"40","28th & Point Breeze","P726614 072823",5,2023-07-19 13:19:00,2023-07-26 10:45:00,0.422,"REG",0.664,"REG",0.216,"REG",1.761,"REG",3.063,"REG",1.382,"REG",0.379,"REG",0.206,"REG",0.374,"REG",0.24,"LOD",0.351,"REG",0.337,"LOD",0.134,"REG",0.032,"REG",0.118,"LOD",0.044,"LOD",0.126,"LOD",0.054,"LOD",0.152,"LOD",0.18,"REG",0.075,"LOD",0.04,"LOD",0.233,"LOD",0.103,"LOD","0.35899999999999999","REG","5.0000000000000001E-3","ND","9.0999999999999998E-2","LOD","2.6070000000000002","REG","0.94799999999999995","REG","6.4000000000000001E-2","LOD","0.16700000000000001","LOD","6.7000000000000004E-2","REG","0.61499999999999999","REG","0.51800000000000002","REG","1.0620000000000001","REG","0.218","LOD","2.5999999999999999E-2","REG","2E-3","ND","8.2000000000000003E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92624784"," -75.1923165","#9467bd",NA,"302023",1,47
"41","Morris & Point Breeze","P726616 072823",7,2023-07-19 13:36:00,2023-07-26 11:02:00,0.422,"REG",0.695,"REG",0.144,"REG",1.235,"REG",2.496,"REG",0.97,"REG",0.265,"LOD",0.172,"REG",0.326,"REG",0.192,"LOD",0.259,"REG",0.168,"LOD",0.074,"LOD",0.032,"REG",0.084,"LOD",0.044,"LOD",0.126,"LOD",0.054,"LOD",0.187,"LOD",0.18,"REG",0.05,"LOD",0.08,"LOD",0.425,"LOD",0.336,"LOD","0.41099999999999998","REG","5.0000000000000001E-3","ND","9.0999999999999998E-2","LOD","2.3319999999999999","REG","0.80100000000000005","REG","6.4000000000000001E-2","LOD","0.11899999999999999","LOD","6.7000000000000004E-2","REG","0.439","LOD","0.51800000000000002","REG","0.53100000000000003","LOD","0.13100000000000001","LOD","2.5999999999999999E-2","REG","2E-3","ND","8.2000000000000003E-2","LOD","7.0000000000000001E-3","ND","stationary","39.93094655"," -75.1829941","#bcbd21",NA,"302023",1,45
"42","25th & Point Breeze","P726615 072823",6,2023-07-19 13:30:00,2023-07-26 11:10:00,0.421,"REG",1.459,"REG",0.36,"REG",2.949,"REG",5.189,"REG",2.305,"REG",0.644,"REG",0.171,"REG",0.422,"REG",0.336,"REG",0.397,"REG",0.337,"LOD",0.134,"REG",0.032,"REG",0.152,"LOD",0.087,"LOD",0.227,"LOD",0.081,"LOD",0.117,"LOD",0.24,"REG",0.099,"LOD",0.04,"LOD",0.026,"ND",0.102,"LOD","0.34300000000000003","REG","5.0000000000000001E-3","ND","0.161","REG","2.8769999999999998","REG","1.095","REG","0.14699999999999999","LOD","0.214","LOD","6.7000000000000004E-2","REG","0.877","REG","0.51700000000000002","REG","0.75700000000000001","REG","0.26200000000000001","LOD","1.2999999999999999E-2","REG","2E-3","ND","0.13600000000000001","LOD","7.0000000000000001E-3","ND","stationary","39.92771763"," -75.1873965","#ff7f0f",NA,"302023",1,47
"43","24th & Ritner","P726617 072823",8,2023-07-19 20:47:00,2023-07-26 11:36:00,0.486,"REG",0.82,"REG",0.188,"REG",1.434,"REG",2.928,"REG",1.118,"REG",0.316,"REG",0.179,"REG",0.34,"REG",0.25,"LOD",0.318,"REG",0.263,"LOD",0.14,"REG",0.033,"REG",0.195,"REG",0.045,"LOD",0.132,"LOD",0.057,"LOD",0.159,"LOD",0.188,"REG",0.009,"ND",0.042,"LOD",0.242,"LOD",0.147,"LOD","0.41199999999999998","REG","4.7E-2","LOD","9.4E-2","LOD","2.573","REG","0.91100000000000003","REG","6.7000000000000004E-2","LOD","0.124","LOD","7.0000000000000007E-2","REG","0.64100000000000001","REG","0.54","REG","0.86899999999999999","REG","0.13600000000000001","LOD","0","ND","2E-3","ND","8.5000000000000006E-2","LOD","8.0000000000000002E-3","ND","stationary","39.92296389"," -75.186874","#1f77b4",NA,"302023",1,46
"44","26th & Hartranft","P726618 072823",9,2023-07-19 13:59:00,2023-07-26 12:08:00,0.465,"REG",0.692,"REG",0.179,"REG",1.562,"REG",2.898,"REG",1.222,"REG",0.34,"REG",0.171,"REG",0.42,"REG",0.287,"LOD",0.396,"REG",0.336,"LOD",0.164,"REG",0.032,"REG",0.22,"REG",0.13,"LOD",0.252,"LOD",0.081,"LOD",0.676,"REG",0.299,"REG",0.124,"LOD",0.04,"LOD",1.283,"REG",1.071,"REG","0.54400000000000004","REG","5.0000000000000001E-3","ND","0.09","LOD","3.9620000000000002","REG","1.68","REG","6.4000000000000001E-2","LOD","0.309","LOD","6.7000000000000004E-2","REG","0.78700000000000003","REG","0.51600000000000001","REG","1.661","REG","0.34799999999999998","LOD","1.2999999999999999E-2","REG","2E-3","ND","0.16300000000000001","LOD","0.153","LOD","stationary","39.91327125"," -75.1922011","#2ba02b",NA,"302023",1,44
"45","Bartram’s Garden","P726661 081023",1,2023-07-26 09:57:00,2023-08-02 10:27:00,0.207,"REG",0.272,"REG",0.054,"REG",0.38,"REG",0.913,"REG",0.297,"REG",0.083,"REG",0.075,"REG",0.109,"REG",0.066,"REG",0.082,"REG",0.057,"LOD",0.05,"REG",0.013,"REG",0.111,"REG",0.018,"LOD",0.011,"ND",0.034,"REG",0.049,"REG",0.041,"REG",0.014,"LOD",0.027,"REG",0.105,"REG",0.015,"ND","5.8999999999999997E-2","REG","6.0000000000000001E-3","LOD","0.16","REG","0.53200000000000003","REG","0.183","REG","5.7000000000000002E-2","REG","4.5999999999999999E-2","REG","3.6999999999999998E-2","REG","0.157","REG","0.21299999999999999","REG","0.125","REG","4.2000000000000003E-2","LOD","0","ND","0.01","REG","1.9E-2","LOD","1.2E-2","LOD","stationary","39.92896"," -75.212541","#e377c3",NA,"312023",1,47
"46","Essington & Mingo","P726662 081023",2,2023-07-26 10:18:00,2023-08-02 10:42:00,0.208,"REG",0.333,"REG",0.074,"REG",0.532,"REG",1.147,"REG",0.423,"REG",0.109,"REG",0.075,"REG",0.139,"REG",0.086,"REG",0.092,"REG",0.054,"LOD",0.037,"REG",0.013,"REG",0.053,"REG",0.024,"LOD",0.045,"REG",0.018,"LOD",0.04,"LOD",0.04,"REG",0.017,"LOD",0.022,"LOD",0.059,"LOD",0.033,"LOD","0.106","REG","5.0000000000000001E-3","ND","6.2E-2","REG","0.83399999999999996","REG","0.29399999999999998","REG","3.4000000000000002E-2","REG","5.6000000000000001E-2","REG","2.8000000000000001E-2","REG","0.20499999999999999","REG","0.214","REG","0.156","REG","4.2000000000000003E-2","LOD","1.4999999999999999E-2","REG","2E-3","ND","2.3E-2","LOD","1.2E-2","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f",NA,"312023",1,44
"47","61st & Passyunk","P726663 081023",3,2023-07-26 10:28:00,2023-08-02 10:53:00,0.282,"REG",0.729,"REG",0.173,"REG",1.291,"REG",2.475,"REG",1.01,"REG",0.281,"REG",0.066,"REG",0.363,"REG",0.231,"REG",0.232,"REG",0.194,"REG",0.082,"REG",0.013,"REG",0.082,"REG",0.054,"LOD",0.011,"ND",0.119,"REG",0.064,"REG",0.106,"REG",0.041,"REG",0.016,"LOD",0.092,"REG",0.044,"LOD","0.182","REG","2.5999999999999999E-2","REG","5.8999999999999997E-2","REG","1.909","REG","0.67","REG","0.08","REG","0.112","REG","2.8000000000000001E-2","REG","0.50700000000000001","REG","0.19900000000000001","REG","0.38500000000000001","REG","0.13200000000000001","REG","1.0999999999999999E-2","REG","2E-3","ND","5.2999999999999999E-2","REG","3.9E-2","REG","stationary","39.91820446"," -75.2085474","#8c564c",NA,"312023",1,46
"48","28th & Passyunk","P726651 081023",4,2023-07-26 10:35:00,2023-08-02 11:00:00,0.344,"REG",0.379,"REG",0.119,"REG",1.05,"REG",1.892,"REG",0.826,"REG",0.224,"REG",0.075,"REG",0.422,"REG",0.422,"REG",0.424,"REG",0.532,"REG",0.21,"REG",0.013,"REG",0.265,"REG",0.06,"REG",0.1,"REG",0.048,"REG",0.151,"REG",0.164,"REG",0.044,"REG",0.006,"ND",0.231,"REG",0.119,"REG","0.17599999999999999","REG","6.0000000000000001E-3","LOD","4.5999999999999999E-2","REG","3.04","REG","1.35","REG","0.10199999999999999","REG","0.24399999999999999","REG","3.6999999999999998E-2","REG","1.1220000000000001","REG","0.214","REG","2.3849999999999998","REG","0.36","REG","0","ND","2E-3","ND","8.9999999999999993E-3","ND","5.7000000000000002E-2","REG","stationary","39.92061091"," -75.1955879","#d62727",NA,"312023",1,47
