"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"28th & Point Breeze122024",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P726664","P726664 040224 032024 Point Breeze Near SS","P726664 040224 032024 Point Breeze Near SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9681,2,122024,1,1.371,1.4727,"REG","REG",0.93,"CHECK",0.451,0.4842,"REG","REG",0.93,NA,0.187,0.2002,"REG","REG",0.93,NA,0.253,0.2708,"REG","REG",0.93,NA,0.705,0.8114,"REG","REG",0.87,"CHECK",0.051,0.0549,"REG","REG",0.93,NA,0.038,0.0409,"REG","REG",0.93,NA,0.043,0.0456,"REG","REG",0.94,NA,0.118,0.1267,"REG","REG",0.93,NA,0.054,0.0583,"REG","REG",0.93,NA,0.151,0.163,"REG","REG",0.93,NA,0.07,0.0751,"REG","REG",0.93,NA,0.332,0.3561,"REG","REG",0.93,NA,0.588,0.6311,"REG","REG",0.93,NA,0.161,0.1711,"REG","REG",0.94,NA,0.127,0.1324,"REG","REG",0.96,NA,0.089,0.0938,"REG","REG",0.95,NA,0.044,0.0459,"LOD","LOD",0.96,NA,0.094,0.1017,"REG","REG",0.92,NA,0.175,0.1878,"REG","REG",0.93,NA,0.214,0.2299,"REG","REG",0.93,NA,0.351,0.3773,"REG","REG",0.93,NA,0.36,0.387,"REG","REG",0.93,NA,0.809,0.867,"REG","REG",0.93,NA,1.724,1.8525,"REG","REG",0.93,"CHECK",4.267,4.5716,"REG","REG",0.93,"CHECK",0.205,0.21560000000000001,"ULOD","ULOD",0.95,NA,0.98,1.0514,"REG","REG",0.93,NA,0.006,0.0068,"ND","ND",0.88,NA,0.005,0.005,"ND","ND",1,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0094,"REG","REG",0.85,NA,0.011,0.0323,"REG","REG",0.34,NA,0.332,0.3567,"REG","REG",0.93,NA,0.035,0.0376,"REG","REG",0.93,NA,0.017,0.0182,"REG","REG",0.93,NA,0.211,0.225,"REG","REG",0.94,NA
"28th & Point Breeze192024",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P726647","P726647 051224 050824 Pt B Near SS","P726647 051224 050824 Pt B Near SS.D","2024-05-12","2024-05-08","sample","2024-05-01","2024-05-08",9547,2,192024,1,0.735,0.7908,"REG","REG",0.93,NA,0.328,0.3535,"REG","REG",0.93,NA,0.1,0.1079,"REG","REG",0.93,NA,0.156,0.1681,"REG","REG",0.93,NA,0.504,0.5424,"REG","REG",0.93,NA,0.037,0.0398,"REG","REG",0.93,NA,0.021,0.0224,"LOD","LOD",0.94,NA,0.027,0.0289,"LOD","LOD",0.93,NA,0.062,0.0662,"REG","REG",0.94,NA,0.029,0.0316,"REG","REG",0.92,NA,0.088,0.0951,"REG","REG",0.93,NA,0.03,0.0317,"LOD","LOD",0.95,NA,0.187,0.2014,"REG","REG",0.93,NA,0.205,0.2207,"REG","REG",0.93,NA,0.272,0.2923,"REG","REG",0.93,NA,0.133,0.1427,"REG","REG",0.93,NA,0.113,0.1211,"REG","REG",0.93,NA,0.053,0.0566,"REG","REG",0.94,NA,0.133,0.1432,"REG","REG",0.93,NA,0.071,0.0762,"REG","REG",0.93,NA,0.081,0.0871,"REG","REG",0.93,NA,0.136,0.1466,"REG","REG",0.93,NA,0.103,0.1109,"REG","REG",0.93,NA,0.309,0.3321,"REG","REG",0.93,NA,0.22,0.2363,"REG","REG",0.93,NA,1.41,1.5163,"REG","REG",0.93,"CHECK",0.158,0.1694,"REG","REG",0.93,NA,0.328,0.3528,"REG","REG",0.93,NA,0.058,0.0626,"REG","REG",0.93,NA,0.012,0.0134,"LOD","LOD",0.9,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.011,0.0115,"REG","REG",0.96,NA,0.025,0.0268,"REG","REG",0.93,NA,0.308,0.3316,"REG","REG",0.93,NA,0.025,0.0274,"REG","REG",0.91,NA,0.013,0.014,"REG","REG",0.93,NA,0.037,0.0394,"REG","REG",0.94,NA
"25th & Point Breeze292023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P637230","P637230 072723 071923 Point Breeze Mid 1WK DS","P637230 072723 071923 Point Breeze Mid 1WK DS.D","2023-07-27","2023-07-19","sample","2023-07-12","2023-07-19",9319,14.3,292023,1,1.214,1.3076,"REG","REG",0.93,NA,0.417,0.4494,"REG","REG",0.93,NA,0.178,0.1918,"REG","REG",0.93,NA,0.337,0.3634,"REG","REG",0.93,NA,0.778,0.838,"REG","REG",0.93,NA,0.081,0.0874,"LOD","LOD",0.93,NA,0.043,0.0468,"LOD","LOD",0.92,NA,0.049,0.0529,"LOD","LOD",0.93,NA,0.125,0.1346,"LOD","LOD",0.93,NA,0.054,0.0579,"LOD","LOD",0.93,NA,0.178,0.1918,"REG","REG",0.93,NA,0.086,0.093,"LOD","LOD",0.92,NA,0.348,0.3744,"REG","REG",0.93,NA,0.417,0.4496,"REG","REG",0.93,NA,0.117,0.1261,"LOD","LOD",0.93,NA,0.163,0.1752,"REG","REG",0.93,NA,0.151,0.1623,"LOD","LOD",0.93,NA,0.14,0.1507,"LOD","LOD",0.93,NA,0.23,0.2477,"LOD","LOD",0.93,NA,0.216,0.2325,"LOD","LOD",0.93,NA,0.141,0.1532,"LOD","LOD",0.92,NA,0.285,0.3069,"LOD","LOD",0.93,NA,0.334,0.3595,"LOD","LOD",0.93,NA,0.782,0.8421,"REG","REG",0.93,NA,1.157,1.2591,"REG","REG",0.92,"CHECK",2.849,3.0537,"REG","REG",0.93,"CHECK",0.319,0.334,"REG","REG",0.96,NA,1.275,1.373,"REG","REG",0.93,NA,0.007,0.0071,"ND","ND",0.99,NA,0.005,0.0052,"ND","ND",0.96,NA,0.23,0.2489,"REG","REG",0.92,NA,0.069,0.0724,"REG","REG",0.95,NA,0,5e-4,"ND","ND",0,NA,0.04,0.0426,"LOD","LOD",0.94,NA,0.512,0.552,"REG","REG",0.93,NA,0.067,0.0717,"REG","REG",0.93,NA,0.032,0.0341,"REG","REG",0.94,NA,0.203,0.2192,"REG","REG",0.93,NA
"25th & Point Breeze442023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726610","P726610 110923 110123 Point Breeze Mid SS","P726610 110923 110123 Point Breeze Mid SS.D","2023-11-09","2023-11-01","sample","2023-10-25","2023-11-01",9615,2,442023,1,1.664,1.7881,"REG","REG",0.93,"CHECK",0.428,0.4648,"REG","REG",0.92,NA,0.232,0.2486,"REG","REG",0.93,NA,0.336,0.3613,"REG","REG",0.93,NA,1.036,1.1148,"REG","REG",0.93,NA,0.055,0.0592,"REG","REG",0.93,NA,0.041,0.0444,"REG","REG",0.92,NA,0.047,0.0502,"REG","REG",0.94,NA,0.132,0.1423,"REG","REG",0.93,NA,0.062,0.0667,"REG","REG",0.93,NA,0.169,0.1811,"REG","REG",0.93,NA,0.065,0.0693,"REG","REG",0.94,NA,0.408,0.4442,"REG","REG",0.92,NA,0.632,0.6788,"REG","REG",0.93,NA,0.064,0.1159,"REG","REG",0.55,NA,0.121,0.1495,"REG","REG",0.81,NA,0.089,0.0989,"REG","REG",0.9,NA,0.033,0.0354,"LOD","LOD",0.93,NA,0.084,0.0978,"REG","REG",0.86,NA,0.199,0.2143,"REG","REG",0.93,NA,0.119,0.1281,"REG","REG",0.93,NA,0.38,0.4091,"REG","REG",0.93,NA,0.398,0.427,"REG","REG",0.93,NA,0.838,0.9005,"REG","REG",0.93,NA,1.062,1.1414,"REG","REG",0.93,NA,2.801,3.0112,"REG","REG",0.93,"CHECK",0.137,0.1468,"ULOD","ULOD",0.93,NA,0.855,0.9196,"REG","REG",0.93,NA,0.095,0.1112,"REG","REG",0.85,NA,0.012,0.0251,"REG","REG",0.48,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.012,0.0134,"REG","REG",0.9,NA,0.026,0.0272,"REG","REG",0.96,NA,0.278,0.2993,"REG","REG",0.93,NA,0.036,0.0379,"REG","REG",0.95,NA,0.065,0.0693,"REG","REG",0.94,NA,0.124,0.1337,"REG","REG",0.93,NA
"25th & Point Breeze492023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726646","P726646 120923 120623 Point Breeze Mid SS","P726646 120923 120623 Point Breeze Mid SS.D","2023-12-09","2023-12-06","sample","2023-11-29","2023-12-06",9515,2,492023,1,1.202,1.2934,"REG","REG",0.93,NA,0.536,0.5748,"REG","REG",0.93,NA,0.179,0.1929,"REG","REG",0.93,NA,0.256,0.2749,"REG","REG",0.93,NA,0.865,0.9307,"REG","REG",0.93,NA,0.044,0.0479,"REG","REG",0.92,NA,0.027,0.0288,"LOD","LOD",0.94,NA,0.037,0.0399,"REG","REG",0.93,NA,0.103,0.1106,"REG","REG",0.93,NA,0.041,0.0436,"REG","REG",0.94,NA,0.122,0.1314,"REG","REG",0.93,NA,0.053,0.0573,"LOD","LOD",0.92,NA,0.305,0.3282,"REG","REG",0.93,NA,0.507,0.5458,"REG","REG",0.93,NA,0.117,0.1256,"REG","REG",0.93,NA,0.076,0.0815,"REG","REG",0.93,NA,0.117,0.1261,"REG","REG",0.93,NA,0.042,0.0454,"LOD","LOD",0.93,NA,0.107,0.1156,"REG","REG",0.93,NA,0.089,0.0955,"REG","REG",0.93,NA,0.091,0.0979,"REG","REG",0.93,NA,0.306,0.3293,"REG","REG",0.93,NA,0.195,0.2102,"REG","REG",0.93,NA,0.655,0.7049,"REG","REG",0.93,NA,0.792,0.8516,"REG","REG",0.93,NA,2.248,2.4182,"REG","REG",0.93,"CHECK",0.21,0.2259,"ULOD","ULOD",0.93,NA,0.422,0.4536,"REG","REG",0.93,NA,0.006,0.0069,"ND","ND",0.87,NA,0.023,0.0247,"REG","REG",0.93,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.02,0.021,"LOD","LOD",0.95,NA,0.239,0.2571,"REG","REG",0.93,NA,0.046,0.0491,"REG","REG",0.94,NA,0.048,0.0514,"REG","REG",0.93,NA,0.079,0.0851,"REG","REG",0.93,NA
"25th & Point Breeze502023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733845","P733845 122123 121323 Point Breeze Mid SS","P733845 122123 121323 Point Breeze Mid SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9419,2,502023,1,1.2,1.2915,"REG","REG",0.93,NA,0.491,0.5275,"REG","REG",0.93,NA,0.176,0.1895,"REG","REG",0.93,NA,0.253,0.2721,"REG","REG",0.93,NA,0.836,0.8995,"REG","REG",0.93,NA,0.049,0.0524,"REG","REG",0.94,NA,0.03,0.0324,"REG","REG",0.93,NA,0.037,0.0403,"REG","REG",0.92,NA,0.1,0.108,"REG","REG",0.93,NA,0.045,0.0481,"REG","REG",0.94,NA,0.115,0.1239,"REG","REG",0.93,NA,0.048,0.0515,"LOD","LOD",0.93,NA,0.327,0.3521,"REG","REG",0.93,NA,0.512,0.5514,"REG","REG",0.93,NA,0.132,0.1421,"REG","REG",0.93,NA,0.081,0.0867,"REG","REG",0.93,NA,0.138,0.1481,"REG","REG",0.93,NA,0.053,0.0574,"LOD","LOD",0.92,NA,0.122,0.1309,"REG","REG",0.93,NA,0.102,0.1094,"REG","REG",0.93,NA,0.141,0.1519,"REG","REG",0.93,NA,0.533,0.5733,"REG","REG",0.93,NA,0.174,0.1874,"REG","REG",0.93,NA,1.07,1.1523,"REG","REG",0.93,NA,1.012,1.0889,"REG","REG",0.93,NA,2.72,2.9282,"REG","REG",0.93,"CHECK",0.141,0.1514,"ULOD","ULOD",0.93,NA,0.571,0.6147,"REG","REG",0.93,NA,0.084,0.0903,"REG","REG",0.93,NA,0.03,0.0321,"REG","REG",0.93,NA,0.003,0.0037,"ND","ND",0.81,NA,0.002,0.0018,"ND","ND",1.11,NA,0,5e-4,"ND","ND",0,NA,0.025,0.0271,"REG","REG",0.92,NA,0.369,0.3972,"REG","REG",0.93,NA,0.046,0.0496,"REG","REG",0.93,NA,0.018,0.0189,"REG","REG",0.95,NA,0.207,0.2224,"REG","REG",0.93,NA
"25th & Point Breeze32024",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733860","P733860 012524 011724 Point Breeze Mid SS","P733860 012524 011724 Point Breeze Mid SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9676,2,32024,1,0.91,0.9781,"REG","REG",0.93,NA,0.502,0.5393,"REG","REG",0.93,NA,0.144,0.155,"REG","REG",0.93,NA,0.193,0.2072,"REG","REG",0.93,NA,0.641,0.6883,"REG","REG",0.93,NA,0.033,0.0353,"LOD","LOD",0.93,NA,0.021,0.0221,"LOD","LOD",0.95,NA,0.027,0.0285,"LOD","LOD",0.95,NA,0.077,0.0827,"REG","REG",0.93,NA,0.029,0.0308,"REG","REG",0.94,NA,0.079,0.0853,"REG","REG",0.93,NA,0.035,0.0376,"LOD","LOD",0.93,NA,0.211,0.2267,"REG","REG",0.93,NA,0.36,0.3865,"REG","REG",0.93,NA,0.107,0.1147,"REG","REG",0.93,NA,0.069,0.0736,"REG","REG",0.94,NA,0.113,0.121,"REG","REG",0.93,NA,0.018,0.019,"LOD","LOD",0.95,NA,0.094,0.1013,"REG","REG",0.93,NA,0.087,0.094,"REG","REG",0.93,NA,0.059,0.0629,"REG","REG",0.94,NA,0.279,0.2997,"REG","REG",0.93,NA,0.13,0.1398,"REG","REG",0.93,NA,0.605,0.6503,"REG","REG",0.93,NA,0.592,0.636,"REG","REG",0.93,NA,1.687,1.813,"REG","REG",0.93,"CHECK",0.143,0.1534,"ULOD","ULOD",0.93,NA,0.331,0.3557,"REG","REG",0.93,NA,0.052,0.0558,"REG","REG",0.93,NA,0.019,0.0208,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0095,"REG","REG",0.95,NA,0.019,0.0207,"LOD","LOD",0.92,NA,0.415,0.4461,"REG","REG",0.93,NA,0.04,0.0435,"REG","REG",0.92,NA,0.016,0.017,"REG","REG",0.94,NA,0.32,0.344,"REG","REG",0.93,NA
"25th & Point Breeze122024",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726661","P726661 040224 032024 Point Breeze Mid SS","P726661 040224 032024 Point Breeze Mid SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9681,2,122024,1,1.281,1.3768,"REG","REG",0.93,NA,0.403,0.4325,"REG","REG",0.93,NA,0.177,0.1898,"REG","REG",0.93,NA,0.233,0.2491,"REG","REG",0.94,NA,0.804,0.9169,"REG","REG",0.88,"CHECK",0.044,0.047,"REG","REG",0.94,NA,0.032,0.0346,"REG","REG",0.92,NA,0.036,0.0385,"REG","REG",0.94,NA,0.097,0.1049,"REG","REG",0.92,NA,0.043,0.0466,"REG","REG",0.92,NA,0.119,0.1286,"REG","REG",0.93,NA,0.058,0.0625,"REG","REG",0.93,NA,0.307,0.3294,"REG","REG",0.93,NA,0.504,0.5415,"REG","REG",0.93,NA,0.087,0.0924,"REG","REG",0.94,NA,0.083,0.0851,"REG","REG",0.98,NA,0.089,0.0938,"REG","REG",0.95,NA,0.033,0.0347,"LOD","LOD",0.95,NA,0.094,0.1017,"REG","REG",0.92,NA,0.128,0.1377,"REG","REG",0.93,NA,0.166,0.1783,"REG","REG",0.93,NA,0.39,0.4186,"REG","REG",0.93,NA,0.258,0.2777,"REG","REG",0.93,NA,0.891,0.9552,"REG","REG",0.93,NA,1.438,1.5452,"REG","REG",0.93,"CHECK",3.608,3.8633,"REG","REG",0.93,"CHECK",0.205,0.21560000000000001,"ULOD","ULOD",0.95,NA,0.757,0.8121,"REG","REG",0.93,NA,0.084,0.0857,"REG","REG",0.98,NA,0.019,0.0166,"REG","REG",1.14,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.01,0.0113,"REG","REG",0.88,NA,0.006,0.0266,"REG","REG",0.23,NA,0.304,0.327,"REG","REG",0.93,NA,0.026,0.0279,"REG","REG",0.93,NA,0.03,0.032,"REG","REG",0.94,NA,0.206,0.2201,"REG","REG",0.94,NA
"Morris & Point Breeze292023",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P726601","P726601 072723 071923 Point Breeze Far 1WK DS","P726601 072723 071923 Point Breeze Far 1WK DS.D","2023-07-27","2023-07-19","sample","2023-07-12","2023-07-19",9302,14.3,292023,1,1.063,1.1453,"REG","REG",0.93,NA,0.418,0.4502,"REG","REG",0.93,NA,0.178,0.1922,"REG","REG",0.93,NA,0.3,0.3236,"REG","REG",0.93,NA,0.688,0.7414,"REG","REG",0.93,NA,0.081,0.0875,"LOD","LOD",0.93,NA,0.065,0.0703,"LOD","LOD",0.92,NA,0.049,0.053,"LOD","LOD",0.92,NA,0.125,0.1349,"LOD","LOD",0.93,NA,0.054,0.058,"LOD","LOD",0.93,NA,0.178,0.1922,"REG","REG",0.93,NA,0.043,0.0466,"LOD","LOD",0.92,NA,0.256,0.2759,"REG","REG",0.93,NA,0.418,0.4504,"REG","REG",0.93,NA,0.083,0.0897,"LOD","LOD",0.93,NA,0.103,0.1114,"LOD","LOD",0.92,NA,0.22,0.2376,"LOD","LOD",0.93,NA,0.41,0.4418,"LOD","LOD",0.93,NA,0.468,0.5044,"LOD","LOD",0.93,NA,0.13,0.1398,"LOD","LOD",0.93,NA,0.166,0.1791,"LOD","LOD",0.93,NA,0.238,0.2562,"LOD","LOD",0.93,NA,0.25,0.2697,"LOD","LOD",0.93,NA,0.522,0.5624,"LOD","LOD",0.93,NA,1.098,1.1825,"REG","REG",0.93,NA,3.111,3.3521,"REG","REG",0.93,"CHECK",0.403,0.4347,"REG","REG",0.93,NA,0.751,0.8091,"REG","REG",0.93,NA,0.007,0.0071,"ND","ND",0.99,NA,0.04,0.0435,"LOD","LOD",0.92,NA,0.091,0.0982,"LOD","LOD",0.93,NA,0.002,0.0018,"ND","ND",1.11,NA,0.026,0.0282,"REG","REG",0.92,NA,0.04,0.0427,"LOD","LOD",0.94,NA,0.513,0.553,"REG","REG",0.93,NA,0.067,0.0718,"REG","REG",0.93,NA,0.032,0.0342,"REG","REG",0.94,NA,0.17,0.183,"REG","REG",0.93,NA
"Morris & Point Breeze442023",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P726609","P726609 110923 110123 Point Breeze Far SS","P726609 110923 110123 Point Breeze Far SS.D","2023-11-09","2023-11-01","sample","2023-10-25","2023-11-01",9611,2,442023,1,1.402,1.5065,"REG","REG",0.93,"CHECK",0.434,0.4715,"REG","REG",0.92,NA,0.208,0.2227,"REG","REG",0.93,NA,0.29,0.3121,"REG","REG",0.93,NA,0.912,0.9825,"REG","REG",0.93,NA,0.051,0.0553,"REG","REG",0.92,NA,0.038,0.0412,"REG","REG",0.92,NA,0.043,0.0466,"REG","REG",0.92,NA,0.115,0.1241,"REG","REG",0.93,NA,0.047,0.051,"REG","REG",0.92,NA,0.128,0.1379,"REG","REG",0.93,NA,0.059,0.0631,"REG","REG",0.94,NA,0.327,0.3571,"REG","REG",0.92,NA,0.529,0.5681,"REG","REG",0.93,NA,0.078,0.1308,"REG","REG",0.6,NA,0.105,0.1322,"REG","REG",0.79,NA,0.103,0.1142,"REG","REG",0.9,NA,0.085,0.0917,"REG","REG",0.93,NA,0.129,0.1464,"REG","REG",0.88,NA,0.153,0.164,"REG","REG",0.93,NA,0.1,0.1073,"REG","REG",0.93,NA,0.283,0.3052,"REG","REG",0.93,NA,0.296,0.317,"REG","REG",0.93,NA,0.626,0.6725,"REG","REG",0.93,NA,0.844,0.9071,"REG","REG",0.93,NA,2.249,2.4179,"REG","REG",0.93,"CHECK",0.137,0.1468,"ULOD","ULOD",0.93,NA,0.631,0.679,"REG","REG",0.93,NA,0.106,0.1232,"REG","REG",0.86,NA,0.018,0.0321,"REG","REG",0.56,NA,0.015,0.0171,"REG","REG",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0.016,0.0172,"REG","REG",0.93,NA,0.037,0.0387,"REG","REG",0.96,NA,0.279,0.2994,"REG","REG",0.93,NA,0.036,0.0379,"REG","REG",0.95,NA,0.026,0.0277,"REG","REG",0.94,NA,0.134,0.1437,"REG","REG",0.93,NA
