"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"24th & Ritner72024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726648","P726648 021624 021424 Ritner SS","P726648 021624 021424 Ritner SS.D","2024-02-16","2024-02-14","sample","2024-02-07","2024-02-14",9909,2,72024,1,1.591,1.5908,"REG","REG",1,NA,1.176,1.1763,"REG","REG",1,NA,0.266,0.2662,"REG","REG",1,NA,0.307,0.3071,"REG","REG",1,NA,1.092,1.0916,"REG","REG",1,NA,0.065,0.0651,"REG","REG",1,NA,0.046,0.0462,"REG","REG",1,NA,0.045,0.0452,"REG","REG",1,NA,0.11,0.1098,"REG","REG",1,NA,0.072,0.0724,"REG","REG",0.99,NA,0.227,0.2271,"REG","REG",1,NA,0.092,0.0917,"REG","REG",1,NA,0.568,0.5677,"REG","REG",1,NA,0.879,0.8788,"REG","REG",1,NA,0.173,0.1733,"REG","REG",1,NA,0.141,0.1406,"REG","REG",1,NA,0.149,0.1489,"REG","REG",1,NA,0.076,0.0757,"REG","REG",1,NA,0.194,0.1943,"REG","REG",1,NA,0.014,0.0138,"ND","ND",1.01,NA,0.181,0.1814,"REG","REG",1,NA,0.457,0.4571,"REG","REG",1,NA,0.344,0.3436,"REG","REG",1,NA,1.095,1.0953,"REG","REG",1,NA,1.718,1.7182,"REG","REG",1,NA,3.652,3.6523,"REG","REG",1,NA,0.219,0.219,"ULOD","ULOD",1,NA,2.124,2.1239,"ULOD","ULOD",1,NA,0.115,0.1153,"REG","REG",1,NA,0.025,0.0254,"REG","REG",0.98,NA,0.008,0.0083,"LOD","LOD",0.96,NA,0.002,0.0017,"ND","ND",1.18,NA,0.013,0.013,"REG","REG",1,NA,0.015,0.0147,"LOD","LOD",1.02,NA,0.392,0.3921,"REG","REG",1,NA,0.054,0.0542,"REG","REG",1,NA,0.031,0.0314,"REG","REG",0.99,NA,0.25,0.2499,"REG","REG",1,NA
"24th & Ritner82024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726653","P726653 022924 022124 Ritner SS","P726653 022924 022124 Ritner SS.D","2024-02-29","2024-02-21","sample","2024-02-14","2024-02-21",10115,2,82024,1,0.563,0.5627,"REG","REG",1,NA,0.534,0.5345,"REG","REG",1,NA,0.103,0.1026,"REG","REG",1,NA,0.124,0.1239,"REG","REG",1,NA,0.417,0.4173,"REG","REG",1,NA,0.026,0.0263,"LOD","LOD",0.99,NA,0.015,0.0151,"LOD","LOD",0.99,NA,0.02,0.0205,"LOD","LOD",0.98,NA,0.045,0.0451,"REG","REG",1,NA,0.026,0.0261,"LOD","LOD",1,NA,0.058,0.0577,"REG","REG",1.01,NA,0.03,0.03,"LOD","LOD",1,NA,0.18,0.1798,"REG","REG",1,NA,0.268,0.2678,"REG","REG",1,NA,0.226,0.2263,"REG","REG",1,NA,0.13,0.1295,"REG","REG",1,NA,0.059,0.0591,"REG","REG",1,NA,0.026,0.0261,"LOD","LOD",1,NA,0.058,0.0585,"LOD","LOD",0.99,NA,0.042,0.0419,"LOD","LOD",1,NA,0.053,0.0526,"REG","REG",1.01,NA,0.105,0.105,"REG","REG",1,NA,0.092,0.0923,"REG","REG",1,NA,0.217,0.217,"REG","REG",1,NA,0.446,0.4462,"REG","REG",1,NA,1.243,1.2429,"REG","REG",1,NA,0.084,0.0837,"REG","REG",1,NA,0.27,0.2699,"REG","REG",1,NA,0.056,0.0561,"REG","REG",1,NA,0.018,0.0182,"REG","REG",0.99,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0.007,0.0073,"REG","REG",0.96,NA,0.014,0.0144,"LOD","LOD",0.97,NA,0.27,0.2703,"REG","REG",1,NA,0.035,0.0346,"REG","REG",1.01,NA,0.013,0.0132,"REG","REG",0.98,NA,0.104,0.1036,"REG","REG",1,NA
"24th & Ritner92024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733866","P733866 030124 022824 Ritner SS","P733866 030124 022824 Ritner SS.D","2024-03-01","2024-02-28","sample","2024-02-21","2024-02-28",10098,2,92024,1,0.741,0.7405,"REG","REG",1,NA,0.48,0.4797,"REG","REG",1,NA,0.108,0.1077,"REG","REG",1,NA,0.161,0.1606,"REG","REG",1,NA,0.498,0.498,"REG","REG",1,NA,0.026,0.0263,"LOD","LOD",0.99,NA,0.015,0.0151,"LOD","LOD",0.99,NA,0.024,0.0239,"LOD","LOD",1,NA,0.059,0.0591,"REG","REG",1,NA,0.026,0.0262,"LOD","LOD",0.99,NA,0.074,0.0743,"REG","REG",1,NA,0.03,0.03,"LOD","LOD",1,NA,0.18,0.1801,"REG","REG",1,NA,0.275,0.2748,"REG","REG",1,NA,0.151,0.1512,"REG","REG",1,NA,0.101,0.1008,"REG","REG",1,NA,0.054,0.0543,"REG","REG",0.99,NA,0.021,0.0207,"LOD","LOD",1.01,NA,0.052,0.052,"LOD","LOD",1,NA,0.048,0.048,"LOD","LOD",1,NA,0.056,0.056,"REG","REG",1,NA,0.125,0.125,"REG","REG",1,NA,0.104,0.1041,"REG","REG",1,NA,0.266,0.2657,"REG","REG",1,NA,0.437,0.4367,"REG","REG",1,NA,1.264,1.2638,"REG","REG",1,NA,0.073,0.0731,"REG","REG",1,NA,0.177,0.1766,"REG","REG",1,NA,0.007,0.0065,"ND","ND",1.08,NA,0.018,0.0183,"REG","REG",0.98,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0089,"LOD","LOD",1.01,NA,0.228,0.228,"REG","REG",1,NA,0.035,0.0347,"REG","REG",1.01,NA,0.022,0.022,"REG","REG",1,NA,0.066,0.066,"REG","REG",1,NA
"24th & Ritner102024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726615","P726615 031524 030624 Ritner SS","P726615 031524 030624 Ritner SS.D","2024-03-15","2024-03-06","sample","2024-02-28","2024-03-06",10122,2,102024,1,0.569,0.5688,"REG","REG",1,NA,0.414,0.4137,"REG","REG",1,NA,0.088,0.0877,"REG","REG",1,NA,0.12,0.1186,"REG","REG",1.01,NA,0.384,0.4355,"REG","REG",0.88,NA,0.022,0.0225,"LOD","LOD",0.98,NA,0.012,0.012,"LOD","LOD",1,NA,0.02,0.0198,"LOD","LOD",1.01,NA,0.052,0.0518,"REG","REG",1,NA,0.022,0.0222,"LOD","LOD",0.99,NA,0.057,0.0571,"REG","REG",1,NA,0.024,0.0239,"LOD","LOD",1,NA,0.156,0.1557,"REG","REG",1,NA,0.248,0.2479,"REG","REG",1,NA,0.071,0.0696,"REG","REG",1.02,NA,0.06,0.0567,"REG","REG",1.06,NA,0.043,0.0416,"LOD","LOD",1.03,NA,0.023,0.0225,"LOD","LOD",1.02,NA,0.044,0.0446,"LOD","LOD",0.99,NA,0.06,0.0599,"REG","REG",1,NA,0.053,0.0522,"REG","REG",1.02,NA,0.13,0.1304,"REG","REG",1,NA,0.114,0.1145,"REG","REG",1,NA,0.301,0.2991,"REG","REG",1.01,NA,0.373,0.3734,"REG","REG",1,NA,1.11,1.0981,"REG","REG",1.01,NA,0.139,0.1347,"ULOD","ULOD",1.03,NA,0.268,0.2672,"REG","REG",1,NA,0.064,0.0593,"REG","REG",1.08,NA,0.02,0.0158,"REG","REG",1.27,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0.008,0.009,"REG","REG",0.89,NA,0.006,0.0145,"ND","LOD",0.41,NA,0.256,0.2559,"REG","REG",1,NA,0.027,0.0267,"REG","REG",1.01,NA,0.013,0.013,"REG","REG",1,NA,0.108,0.107,"REG","REG",1.01,NA
"24th & Ritner112024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733889","P733889 031624 031324 Ritner SS","P733889 031624 031324 Ritner SS.D","2024-03-16","2024-03-13","sample","2024-03-06","2024-03-13",9975,2,112024,1,0.957,0.9567,"REG","REG",1,NA,0.533,0.5326,"REG","REG",1,NA,0.134,0.1341,"REG","REG",1,NA,0.185,0.1837,"REG","REG",1.01,NA,0.735,0.7875,"REG","REG",0.93,NA,0.03,0.0304,"LOD","LOD",0.99,NA,0.018,0.0183,"LOD","LOD",0.98,NA,0.028,0.027,"LOD","LOD",1.04,NA,0.074,0.0737,"REG","REG",1,NA,0.03,0.0301,"REG","REG",1,NA,0.083,0.0831,"REG","REG",1,NA,0.036,0.0364,"LOD","LOD",0.99,NA,0.255,0.255,"REG","REG",1,NA,0.673,0.6726,"REG","REG",1,NA,0.034,0.0324,"REG","REG",1.05,NA,0.065,0.0617,"REG","REG",1.05,NA,0.054,0.052,"REG","REG",1.04,NA,0.029,0.0283,"LOD","LOD",1.02,NA,0.051,0.0519,"LOD","LOD",0.98,NA,0.128,0.1276,"REG","REG",1,NA,0.093,0.093,"REG","REG",1,NA,0.273,0.2726,"REG","REG",1,NA,0.198,0.1987,"REG","REG",1,NA,0.611,0.6091,"REG","REG",1,NA,1.129,1.1295,"REG","REG",1,NA,3.132,3.1193,"REG","REG",1,NA,0.141,0.1367,"ULOD","ULOD",1.03,NA,0.547,0.5455,"REG","REG",1,NA,0.18,0.1754,"REG","REG",1.03,NA,0.067,0.0632,"REG","REG",1.06,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0091,"REG","REG",0.88,NA,0.006,0.0147,"ND","LOD",0.41,NA,0.274,0.2741,"REG","REG",1,NA,0.046,0.0459,"REG","REG",1,NA,0.013,0.0132,"REG","REG",0.98,NA,0.129,0.1276,"REG","REG",1.01,NA
"24th & Ritner122024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726657","P726657 040224 032024 Ritner SS","P726657 040224 032024 Ritner SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9698,2,122024,1,1.608,1.7279,"REG","REG",0.93,"CHECK",0.505,0.5413,"REG","REG",0.93,NA,0.225,0.2411,"REG","REG",0.93,NA,0.283,0.3029,"REG","REG",0.93,NA,0.737,0.8451,"REG","REG",0.87,"CHECK",0.062,0.0665,"REG","REG",0.93,NA,0.047,0.0503,"REG","REG",0.93,NA,0.05,0.0527,"REG","REG",0.95,NA,0.134,0.1446,"REG","REG",0.93,NA,0.065,0.0699,"REG","REG",0.93,NA,0.183,0.1971,"REG","REG",0.93,NA,0.081,0.0874,"REG","REG",0.93,NA,0.393,0.422,"REG","REG",0.93,NA,0.734,0.7881,"REG","REG",0.93,NA,0.119,0.1266,"REG","REG",0.94,NA,0.122,0.1279,"REG","REG",0.95,NA,0.117,0.1239,"REG","REG",0.94,NA,0.049,0.0514,"LOD","LOD",0.95,NA,0.132,0.1428,"REG","REG",0.92,NA,0.186,0.2,"REG","REG",0.93,NA,0.227,0.2432,"REG","REG",0.93,NA,0.427,0.4591,"REG","REG",0.93,NA,0.37,0.3985,"REG","REG",0.93,NA,0.995,1.0667,"REG","REG",0.93,NA,2.154,2.3146,"REG","REG",0.93,"CHECK",5.357,5.742,"REG","REG",0.93,"CHECK",0.204,0.2152,"ULOD","ULOD",0.95,NA,1.17,1.2557,"REG","REG",0.93,NA,0.095,0.0974,"REG","REG",0.98,NA,0.026,0.0235,"REG","REG",1.11,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0094,"REG","REG",0.85,NA,0.001,0.0208,"LOD","LOD",0.05,NA,0.318,0.3412,"REG","REG",0.93,NA,0.035,0.0375,"REG","REG",0.93,NA,0.013,0.0136,"REG","REG",0.96,NA,0.233,0.2491,"REG","REG",0.94,NA
"24th & Ritner152024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733864","P733864 041224 041024 Ritner SS","P733864 041224 041024 Ritner SS.D","2024-04-12","2024-04-10","sample","2024-04-03","2024-04-10",10054,2,152024,1,0.789,0.7886,"REG","REG",1,NA,0.333,0.3326,"REG","REG",1,NA,0.108,0.1075,"REG","REG",1,NA,0.156,0.1557,"REG","REG",1,NA,0.409,0.409,"REG","REG",1,NA,0.042,0.0415,"REG","REG",1.01,NA,0.03,0.0303,"REG","REG",0.99,NA,0.031,0.0309,"LOD","LOD",1,NA,0.038,0.0384,"LOD","LOD",0.99,NA,0.038,0.0375,"REG","REG",1.01,NA,0.108,0.10780000000000001,"REG","REG",1,NA,0.042,0.0422,"LOD","LOD",1,NA,0.178,0.1781,"REG","REG",1,NA,0.261,0.2611,"REG","REG",1,NA,0.041,0.0414,"REG","REG",0.99,NA,0.053,0.0528,"REG","REG",1,NA,0.08,0.0801,"REG","REG",1,NA,0.043,0.043,"LOD","LOD",1,NA,0.075,0.0746,"LOD","LOD",1.01,NA,0.096,0.0964,"REG","REG",1,NA,0.056,0.0563,"REG","REG",0.99,NA,0.165,0.1649,"REG","REG",1,NA,0.176,0.1755,"REG","REG",1,NA,0.388,0.3881,"REG","REG",1,NA,0.437,0.4374,"REG","REG",1,NA,1.208,1.2078,"REG","REG",1,NA,0.204,0.2042,"REG","REG",1,NA,0.398,0.3979,"REG","REG",1,NA,0.007,0.0066,"ND","ND",1.06,NA,0.007,0.0067,"LOD","LOD",1.04,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0.007,0.0073,"REG","REG",0.96,NA,0.018,0.018,"LOD","LOD",1,NA,0.186,0.186,"REG","REG",1,NA,0.028,0.0279,"REG","REG",1,NA,0.013,0.0133,"REG","REG",0.98,NA,0.052,0.0521,"REG","REG",1,NA
"24th & Ritner162024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726648","P726648 042624 041724 Ritner SS","P726648 042624 041724 Ritner SS.D","2024-04-26","2024-04-17","sample","2024-04-10","2024-04-17",10168,2,162024,1,0.759,0.7587,"REG","REG",1,NA,0.31,0.3104,"REG","REG",1,NA,0.101,0.1014,"REG","REG",1,NA,0.149,0.1488,"REG","REG",1,NA,0.429,0.4295,"REG","REG",1,NA,0.037,0.0373,"REG","REG",0.99,NA,0.021,0.021,"LOD","LOD",1,NA,0.031,0.0305,"LOD","LOD",1.02,NA,0.066,0.0656,"REG","REG",1.01,NA,0.037,0.0371,"REG","REG",1,NA,0.098,0.0983,"REG","REG",1,NA,0.036,0.0358,"LOD","LOD",1.01,NA,0.176,0.1761,"REG","REG",1,NA,0.245,0.245,"REG","REG",1,NA,0.13,0.13,"REG","REG",1,NA,0.077,0.0768,"REG","REG",1,NA,0.074,0.0744,"REG","REG",0.99,NA,0.027,0.0266,"LOD","LOD",1.02,NA,0.074,0.0738,"LOD","LOD",1,NA,0.077,0.0775,"REG","REG",0.99,NA,0.075,0.0753,"REG","REG",1,NA,0.157,0.1565,"REG","REG",1,NA,0.139,0.1388,"REG","REG",1,NA,0.372,0.3718,"REG","REG",1,NA,0.594,0.5939,"REG","REG",1,NA,1.513,1.5127,"REG","REG",1,NA,0.209,0.2091,"REG","REG",1,NA,0.456,0.4555,"REG","REG",1,NA,0.049,0.0495,"REG","REG",0.99,NA,0.013,0.0132,"LOD","LOD",0.98,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0.011,0.0108,"REG","REG",1.02,NA,0.018,0.0178,"LOD","LOD",1.01,NA,0.325,0.3255,"REG","REG",1,NA,0.028,0.0276,"REG","REG",1.01,NA,0.013,0.0131,"REG","REG",0.99,NA,0.126,0.1264,"REG","REG",1,NA
"24th & Ritner172024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733868","P733868 042724 042424 Ritner SS","P733868 042724 042424 Ritner SS.D","2024-04-27","2024-04-24","sample","2024-04-17","2024-04-24",9798,2,172024,1,0.561,0.5613,"REG","REG",1,NA,0.322,0.3221,"REG","REG",1,NA,0.075,0.0746,"REG","REG",1.01,NA,0.117,0.1168,"REG","REG",1,NA,0.324,0.3241,"REG","REG",1,NA,0.027,0.0271,"LOD","LOD",1,NA,0.012,0.0124,"LOD","LOD",0.97,NA,0.021,0.0211,"LOD","LOD",1,NA,0.047,0.0466,"REG","REG",1.01,NA,0.019,0.0193,"LOD","LOD",0.98,NA,0.068,0.068,"REG","REG",1,NA,0.025,0.0247,"LOD","LOD",1.01,NA,0.137,0.1366,"REG","REG",1,NA,0.186,0.1863,"REG","REG",1,NA,0.198,0.198,"REG","REG",1,NA,0.088,0.0882,"REG","REG",1,NA,0.062,0.0622,"REG","REG",1,NA,0.022,0.0221,"LOD","LOD",1,NA,0.063,0.0629,"LOD","LOD",1,NA,0.062,0.0619,"REG","REG",1,NA,0.054,0.0543,"REG","REG",0.99,NA,0.108,0.108,"REG","REG",1,NA,0.096,0.0961,"REG","REG",1,NA,0.249,0.2489,"REG","REG",1,NA,0.417,0.4174,"REG","REG",1,NA,1.064,1.0644,"REG","REG",1,NA,0.152,0.152,"REG","REG",1,NA,0.301,0.3008,"REG","REG",1,NA,0.04,0.0396,"REG","REG",1.01,NA,0.007,0.0068,"LOD","LOD",1.03,NA,0.004,0.0035,"ND","ND",1.14,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0094,"REG","REG",0.96,NA,0.018,0.0184,"LOD","LOD",0.98,NA,0.338,0.3378,"REG","REG",1,NA,0.029,0.0286,"REG","REG",1.01,NA,0.009,0.0091,"REG","REG",0.99,NA,0.151,0.1507,"REG","REG",1,NA
"24th & Ritner182024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726608","P726608 051124 050124 Ritner SS.D","P726608 051124 050124 Ritner SS.D","2024-05-11","2024-05-01","sample","2024-04-24","2024-05-01",10188,2,182024,1,1.183,1.1828,"REG","REG",1,NA,0.379,0.3803,"REG","REG",1,NA,0.155,0.1551,"REG","REG",1,NA,0.235,0.2351,"REG","REG",1,NA,0.609,0.6086,"REG","REG",1,NA,0.052,0.0522,"REG","REG",1,NA,0.036,0.0359,"REG","REG",1,NA,0.037,0.0372,"REG","REG",0.99,NA,0.093,0.093,"REG","REG",1,NA,0.048,0.0482,"REG","REG",1,NA,0.146,0.1464,"REG","REG",1,NA,0.048,0.0476,"LOD","LOD",1.01,NA,0.309,0.309,"REG","REG",1,NA,0.423,0.4227,"REG","REG",1,NA,0.307,0.3066,"REG","REG",1,NA,0.175,0.1746,"REG","REG",1,NA,0.142,0.1422,"REG","REG",1,NA,0.069,0.069,"REG","REG",1,NA,0.154,0.1538,"REG","REG",1,NA,0.095,0.0952,"REG","REG",1,NA,0.137,0.1372,"REG","REG",1,NA,0.242,0.2421,"REG","REG",1,NA,0.231,0.231,"REG","REG",1,NA,0.539,0.5387,"REG","REG",1,NA,0.432,0.4329,"REG","REG",1,NA,2.856,2.8605,"REG","REG",1,NA,0.21,0.2106,"ULOD","ULOD",1,NA,0.589,0.5889,"REG","REG",1,NA,0.072,0.0699,"REG","REG",1.03,NA,0.013,0.0125,"LOD","LOD",1.04,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0.013,0.0126,"REG","REG",1.03,NA,0.025,0.0251,"REG","REG",1,NA,0.297,0.2966,"REG","REG",1,NA,0.028,0.0257,"REG","REG",1.09,NA,0.039,0.0393,"REG","REG",0.99,NA,0.037,0.0369,"REG","REG",1,NA
